s,p,label,label2,label3
https://dblp.org/streams/conf/sdl,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,SDL Forum,SDL Forum,SDL Forum
https://dblp.org/streams/conf/sdm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,SIAM International Conference on Data Mining (SDM),SIAM International Conference on Data Mining (SDM),SIAM International Conference on Data Mining (SDM)
https://dblp.org/streams/conf/sdmw,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,VLDB Workshop on Secure Data Management (SDM),VLDB Workshop on Secure Data Management (SDM),VLDB Workshop on Secure Data Management (SDM)
https://dblp.org/streams/conf/sdn4fns,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,SDN for Future Networks and Services (SDN4FNS),SDN for Future Networks and Services (SDN4FNS),SDN for Future Networks and Services (SDN4FNS)
https://dblp.org/streams/conf/sds,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Software Defined Systems (SDS),International Conference on Software Defined Systems (SDS),International Conference on Software Defined Systems (SDS)
https://dblp.org/streams/conf/sds2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Swiss Conference on Data Science (SDS),Swiss Conference on Data Science (SDS),Swiss Conference on Data Science (SDS)
https://dblp.org/streams/conf/sds3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Semantics in Dataspaces (SDS),International Workshop on Semantics in Dataspaces (SDS),International Workshop on Semantics in Dataspaces (SDS)
https://dblp.org/streams/conf/sdsc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Southwest Data Science Conference (SDSC),Southwest Data Science Conference (SDSC),Southwest Data Science Conference (SDSC)
https://dblp.org/streams/conf/sdsoa,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Systems Development in SOA Environments (SDSOA),International Workshop on Systems Development in SOA Environments (SDSOA),International Workshop on Systems Development in SOA Environments (SDSOA)
https://dblp.org/streams/conf/sdt,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Semantics of Data Types,Semantics of Data Types,Semantics of Data Types
https://dblp.org/streams/conf/se,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Software Engineering (SE),Software Engineering (SE),Software Engineering (SE)
https://dblp.org/streams/conf/se4cog-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for Cognitive Services (SE4COG),International Workshop on Software Engineering for Cognitive Services (SE4COG),International Workshop on Software Engineering for Cognitive Services (SE4COG)
https://dblp.org/streams/conf/se4rai,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Software Engineering for Responsible AI (SE4RAI),Workshop on Software Engineering for Responsible AI (SE4RAI),Workshop on Software Engineering for Responsible AI (SE4RAI)
https://dblp.org/streams/conf/se4safeml,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Dependability and Trustworthiness of Safety-Critical Systems with Machine Learned Components (SE4SafeML),International Workshop on Dependability and Trustworthiness of Safety-Critical Systems with Machine Learned Components (SE4SafeML),International Workshop on Dependability and Trustworthiness of Safety-Critical Systems with Machine Learned Components (SE4SafeML)
https://dblp.org/streams/conf/se4science,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for Science (SE4Science),International Workshop on Software Engineering for Science (SE4Science),International Workshop on Software Engineering for Science (SE4Science)
https://dblp.org/streams/conf/se4sg,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering Challenges for the Smart Grid (SE4SG),International Workshop on Software Engineering Challenges for the Smart Grid (SE4SG),International Workshop on Software Engineering Challenges for the Smart Grid (SE4SG)
https://dblp.org/streams/conf/sea2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Analysis of Experimental Algorithms - Special Event (SEA²),Analysis of Experimental Algorithms - Special Event (SEA²),Analysis of Experimental Algorithms - Special Event (SEA²)
https://dblp.org/streams/conf/sea4dq,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering and AI for Data Quality in Cyber-Physical Systems/Internet of Things (SEA4DQ),International Workshop on Software Engineering and AI for Data Quality in Cyber-Physical Systems/Internet of Things (SEA4DQ),International Workshop on Software Engineering and AI for Data Quality in Cyber-Physical Systems/Internet of Things (SEA4DQ)
https://dblp.org/streams/conf/seaai,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Artificial Intelligence in Structural Engineering,Artificial Intelligence in Structural Engineering,Artificial Intelligence in Structural Engineering
https://dblp.org/streams/conf/seafood,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Software Engineering Approaches for Offshore and Outsourced Development (SEAFOOD),International Conference on Software Engineering Approaches for Offshore and Outsourced Development (SEAFOOD),International Conference on Software Engineering Approaches for Offshore and Outsourced Development (SEAFOOD)
https://dblp.org/streams/conf/seal,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Asia-Pacific Conference on Simulated Evolution and Learning (SEAL),Asia-Pacific Conference on Simulated Evolution and Learning (SEAL),Asia-Pacific Conference on Simulated Evolution and Learning (SEAL)
https://dblp.org/streams/conf/seams,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS)
https://dblp.org/streams/conf/searis,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Software Engineering and Architectures for Realtime Interactive Systems (SEARIS),Workshop on Software Engineering and Architectures for Realtime Interactive Systems (SEARIS),Workshop on Software Engineering and Architectures for Realtime Interactive Systems (SEARIS)
https://dblp.org/streams/conf/sebd,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Symposium of Advanced Database Systems (SEBD),Symposium of Advanced Database Systems (SEBD),Sistemi Evoluti per Basi di Dati
https://dblp.org/streams/conf/sebd,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Symposium of Advanced Database Systems (SEBD),Symposium of Advanced Database Systems (SEBD),Symposium of Advanced Database Systems (SEBD)
https://dblp.org/streams/conf/sec,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,IFIP International Information Security Conference (SEC),IFIP International Information Security Conference (SEC),IFIP International Information Security Conference (SEC)
https://dblp.org/streams/conf/secco,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Workshop on Security Issues in Coordination Models, Languages, and Systems (SecCo)","International Workshop on Security Issues in Coordination Models, Languages, and Systems (SecCo)","International Workshop on Security Issues in Coordination Models, Languages, and Systems (SecCo)"
https://dblp.org/streams/conf/secdev,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,IEEE Secure Development Conference (SecDev),IEEE Secure Development Conference (SecDev),IEEE Secure Development Conference (SecDev)
https://dblp.org/streams/conf/secitc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Security for Information Technology and Communications (SECITC),International Conference on Security for Information Technology and Communications (SECITC),International Conference on Security for Information Technology and Communications (SECITC)
https://dblp.org/streams/conf/secm-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering Curricula for Millennials (SECM),International Workshop on Software Engineering Curricula for Millennials (SECM),International Workshop on Software Engineering Curricula for Millennials (SECM)
https://dblp.org/streams/conf/secnet,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Advances in Security of Information and Communication Networks (SecNet),International Conference on Advances in Security of Information and Communication Networks (SecNet),International Conference on Advances in Security of Information and Communication Networks (SecNet)
https://dblp.org/streams/conf/seco,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Search Computing Workshops (SeCO),Search Computing Workshops (SeCO),Search Computing Workshops (SeCO)
https://dblp.org/streams/conf/secon,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Annual IEEE International Conference on Sensing, Communication, and Networking (SECON)","Annual IEEE International Conference on Sensing, Communication, and Networking (SECON)","Annual IEEE International Conference on Sensing, Communication, and Networking (SECON)"
https://dblp.org/streams/conf/secperu,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Security, Privacy and Trust in Pervasive and Ubiquitous Computing (SecPerU)","Security, Privacy and Trust in Pervasive and Ubiquitous Computing (SecPerU)","Security, Privacy and Trust in Pervasive and Ubiquitous Computing (SecPerU)"
https://dblp.org/streams/conf/secret,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Security and Rewriting Techniques (SecReT),International Workshop on Security and Rewriting Techniques (SecReT),International Workshop on Security and Rewriting Techniques (SecReT)
https://dblp.org/streams/conf/secrypt,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Security and Cryptography (SECRYPT),International Conference on Security and Cryptography (SECRYPT),International Conference on Security and Cryptography (SECRYPT)
https://dblp.org/streams/conf/secse-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for Computational Science and Engineering (SE-CSE),International Workshop on Software Engineering for Computational Science and Engineering (SE-CSE),International Workshop on Software Engineering for Computational Science and Engineering (SE-CSE)
https://dblp.org/streams/conf/secsr,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Security Standardisation Research (SSR),International Conference on Security Standardisation Research (SSR),International Conference on Security Standardisation Research (SSR)
https://dblp.org/streams/conf/sectl,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACM Workshop on Secure and Trustworthy Deep Learning Systems (SecTL),ACM Workshop on Secure and Trustworthy Deep Learning Systems (SecTL),ACM Workshop on Secure and Trustworthy Deep Learning Systems (SecTL)
https://dblp.org/streams/conf/secucode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Secure Execution of Untrusted Code (SecuCode),Workshop on Secure Execution of Untrusted Code (SecuCode),Workshop on Secure Execution of Untrusted Code (SecuCode)
https://dblp.org/streams/conf/securecomm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Security and Privacy in Communication Networks (SecureComm),Security and Privacy in Communication Networks (SecureComm),Security and Privacy in Communication Networks (SecureComm)
https://dblp.org/streams/conf/securit,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Security of Internet of Things (SECURIT),International Conference on Security of Internet of Things (SECURIT),International Conference on Security of Internet of Things (SECURIT)
https://dblp.org/streams/conf/securware,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Conference on Emerging Security Information, Systems and Technologies (SECURWARE)","International Conference on Emerging Security Information, Systems and Technologies (SECURWARE)","International Conference on Emerging Security Information, Systems and Technologies (SECURWARE)"
https://dblp.org/streams/conf/seda,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Software Engineering for Defence Applications  (SEDA),International Conference on Software Engineering for Defence Applications  (SEDA),International Conference on Software Engineering for Defence Applications  (SEDA)
https://dblp.org/streams/conf/sede,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Software Engineering and Data Engineering (SEDE),International Conference on Software Engineering and Data Engineering (SEDE),International Conference on Software Engineering and Data Engineering (SEDE)
https://dblp.org/streams/conf/see,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Software Engineering Environments (SEE),Software Engineering Environments (SEE),Software Engineering Environments (SEE)
https://dblp.org/streams/conf/seed,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Symposium on Secure and Private Execution Environment Design (SEED),International Symposium on Secure and Private Execution Environment Design (SEED),International Symposium on Secure and Private Execution Environment Design (SEED)
https://dblp.org/streams/conf/seeda,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"SouthEast European Design Automation, Computer Engineering, Computer Networks and Social Media Conference (SEEDA-CECNSM)","SouthEast European Design Automation, Computer Engineering, Computer Networks and Social Media Conference (SEEDA-CECNSM)","SouthEast European Design Automation, Computer Engineering, Computer Networks and Social Media Conference (SEEDA-CECNSM)"
https://dblp.org/streams/conf/seem-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering Education for Millennials (SEEM),International Workshop on Software Engineering Education for Millennials (SEEM),International Workshop on Software Engineering Education for Millennials (SEEM)
https://dblp.org/streams/conf/sees-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for Embedded Systems (SEES),International Workshop on Software Engineering for Embedded Systems (SEES),International Workshop on Software Engineering for Embedded Systems (SEES)
https://dblp.org/streams/conf/seese,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering in East and South Europe (SEESE),International Workshop on Software Engineering in East and South Europe (SEESE),International Workshop on Software Engineering in East and South Europe (SEESE)
https://dblp.org/streams/conf/sefaias-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for AI in Autonomous Systems (SEFAIAS),International Workshop on Software Engineering for AI in Autonomous Systems (SEFAIAS),International Workshop on Software Engineering for AI in Autonomous Systems (SEFAIAS)
https://dblp.org/streams/conf/sefm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,IEEE International Conference on Software Engineering and Formal Methods (SEFM),IEEE International Conference on Software Engineering and Formal Methods (SEFM),IEEE International Conference on Software Engineering and Formal Methods (SEFM)
https://dblp.org/streams/conf/segah,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Serious Games and Applications for Health (SeGAH),International Conference on Serious Games and Applications for Health (SeGAH),International Conference on Serious Games and Applications for Health (SeGAH)
https://dblp.org/streams/conf/segragra,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Joint COMPUGRAPH/SEMAGRAPH Workshop on Graph Rewriting and Computation (SEGRAGRA),Joint COMPUGRAPH/SEMAGRAPH Workshop on Graph Rewriting and Computation (SEGRAGRA),Joint COMPUGRAPH/SEMAGRAPH Workshop on Graph Rewriting and Computation (SEGRAGRA)
https://dblp.org/streams/conf/sehpcs-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for High Performance Computing in Science (SE4HPCS),International Workshop on Software Engineering for High Performance Computing in Science (SE4HPCS),International Workshop on Software Engineering for High Performance Computing in Science (SE4HPCS)
https://dblp.org/streams/conf/seia-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,African Conference on Software Engineering (ACSE),African Conference on Software Engineering (ACSE),African Conference on Software Engineering (ACSE)
https://dblp.org/streams/conf/seit,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Sustainable Energy Information Technology (SEIT),International Conference on Sustainable Energy Information Technology (SEIT),International Conference on Sustainable Energy Information Technology (SEIT)
https://dblp.org/streams/conf/seke,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Software Engineering and Knowledge Engineering (SEKE),International Conference on Software Engineering and Knowledge Engineering (SEKE),International Conference on Software Engineering and Knowledge Engineering (SEKE)
https://dblp.org/streams/conf/selbstorg,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Aspekte der Selbstorganisation,Aspekte der Selbstorganisation,Aspekte der Selbstorganisation
https://dblp.org/streams/conf/selfman,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Self-Managed Networks, Systems, and Services (SelfMan)","Self-Managed Networks, Systems, and Services (SelfMan)","Self-Managed Networks, Systems, and Services (SelfMan)"
https://dblp.org/streams/conf/selmas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for Large-Scale Multi-Agent Systems (SELMAS),International Workshop on Software Engineering for Large-Scale Multi-Agent Systems (SELMAS),International Workshop on Software Engineering for Large-Scale Multi-Agent Systems (SELMAS)
https://dblp.org/streams/conf/semanticaudio,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,AES International Conference Semantic Audio,AES International Conference Semantic Audio,AES International Conference Semantic Audio
https://dblp.org/streams/conf/semats,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Semantic Materials Science (SeMatS),International Workshop on Semantic Materials Science (SeMatS),International Workshop on Semantic Materials Science (SeMatS)
https://dblp.org/streams/conf/semcco,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Conference on Swarm, Evolutionary, and Memetic Computing (SEMCCO)","International Conference on Swarm, Evolutionary, and Memetic Computing (SEMCCO)","International Conference on Swarm, Evolutionary, and Memetic Computing (SEMCCO)"
https://dblp.org/streams/conf/semco,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,IEEE International Conference on Semantic Computing (ICSC),IEEE International Conference on Semantic Computing (ICSC),IEEE International Conference on Semantic Computing (ICSC)
https://dblp.org/streams/conf/semdeep,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Semantic Deep Learning (SemDeep),Workshop on Semantic Deep Learning (SemDeep),Workshop on Semantic Deep Learning (SemDeep)
https://dblp.org/streams/conf/semdh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Semantic Digital Humanities (SemDH),International Workshop on Semantic Digital Humanities (SemDH),International Workshop on Semantic Digital Humanities (SemDH)
https://dblp.org/streams/conf/semeval,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Semantic Evaluation (SemEval),International Workshop on Semantic Evaluation (SemEval),International Workshop on Semantic Evaluation (SemEval)
https://dblp.org/streams/conf/semidats,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Semantics in Dataspaces (SDS),International Workshop on Semantics in Dataspaces (SDS),International Workshop on Semantics in Dataspaces (SDS)
https://dblp.org/streams/conf/semiim,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Semantic Industrial Information Modelling (SemIIM),International Workshop on Semantic Industrial Information Modelling (SemIIM),International Workshop on Semantic Industrial Information Modelling (SemIIM)
https://dblp.org/streams/conf/semotion,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Emotion Awareness in Software Engineering (SEmotion),International Workshop on Emotion Awareness in Software Engineering (SEmotion),International Workshop on Emotion Awareness in Software Engineering (SEmotion)
https://dblp.org/streams/conf/semrec,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Semantic Reasoning Evaluation Challenge (SemREC),Semantic Reasoning Evaluation Challenge (SemREC),Semantic Reasoning Evaluation Challenge (SemREC)
https://dblp.org/streams/conf/sems-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering Methods in Spreadsheets (SEMS),International Workshop on Software Engineering Methods in Spreadsheets (SEMS),International Workshop on Software Engineering Methods in Spreadsheets (SEMS)
https://dblp.org/streams/conf/semsearch,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Semantic Search Workshop (SEMSEARCH),International Semantic Search Workshop (SEMSEARCH),International Semantic Search Workshop (SEMSEARCH)
https://dblp.org/streams/conf/semtab,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Semantic Web Challenge on Tabular Data to Knowledge Graph Matching (SemTab),Semantic Web Challenge on Tabular Data to Knowledge Graph Matching (SemTab),Semantic Web Challenge on Tabular Data to Knowledge Graph Matching (SemTab)
https://dblp.org/streams/conf/semtech4stld,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Workshop on Semantic Technologies and Deep Learning Models for Scientific, Technical and Legal Data (SemTech4STLD)","International Workshop on Semantic Technologies and Deep Learning Models for Scientific, Technical and Legal Data (SemTech4STLD)","International Workshop on Semantic Technologies and Deep Learning Models for Scientific, Technical and Legal Data (SemTech4STLD)"
https://dblp.org/streams/conf/semweb,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Semantic Web Conference (ISWC),International Semantic Web Conference (ISWC),International Semantic Web Conference (ISWC)
https://dblp.org/streams/conf/semwiki,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Semantic Wiki Workshop (SemWiki),Semantic Wiki Workshop (SemWiki),Semantic Wiki Workshop (SemWiki)
https://dblp.org/streams/conf/sensappeal,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Sensor Applications, Experimentation, and Logistics (SENSAPPEAL)","Sensor Applications, Experimentation, and Logistics (SENSAPPEAL)","Sensor Applications, Experimentation, and Logistics (SENSAPPEAL)"
https://dblp.org/streams/conf/sensecam,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International SenseCam & Pervasive Imaging Conference (SenseCam),International SenseCam & Pervasive Imaging Conference (SenseCam),International SenseCam & Pervasive Imaging Conference (SenseCam)
https://dblp.org/streams/conf/sensornets,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Sensor Networks (SENSORNETS),International Conference on Sensor Networks (SENSORNETS),International Conference on Sensor Networks (SENSORNETS)
https://dblp.org/streams/conf/sensors,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Italian National Conference on Sensors (Sensors),Italian National Conference on Sensors (Sensors),Italian National Conference on Sensors (Sensors)
https://dblp.org/streams/conf/sensys,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACM International Conference on Embedded Networked Sensor Systems (SenSys),ACM International Conference on Embedded Networked Sensor Systems (SenSys),ACM International Conference on Embedded Networked Sensor Systems (SenSys)
https://dblp.org/streams/conf/sepln,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Annual Conference of the Spanish Society for Natural Language Processing (SEPLN),Annual Conference of the Spanish Society for Natural Language Processing (SEPLN),Annual Conference of the Spanish Society for Natural Language Processing (SEPLN)
https://dblp.org/streams/conf/seqlearn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sequence Learning,Sequence Learning,Sequence Learning
https://dblp.org/streams/conf/sequences,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Compression and Complexity of SEQUENCES (SEQUENCES),Compression and Complexity of SEQUENCES (SEQUENCES),Compression and Complexity of SEQUENCES (SEQUENCES)
https://dblp.org/streams/conf/sera,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Software Engineering Research and Applications (SERA),International Conference on Software Engineering Research and Applications (SERA),International Conference on Software Engineering Research and Applications (SERA)
https://dblp.org/streams/conf/serene,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for Resilient Systems (SERENE),International Workshop on Software Engineering for Resilient Systems (SERENE),International Workshop on Software Engineering for Resilient Systems (SERENE)
https://dblp.org/streams/conf/serip-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering Research and Industrial Practices (SER&IPs),International Workshop on Software Engineering Research and Industrial Practices (SER&IPs),International Workshop on Software Engineering Research and Industrial Practices (SER&IPs)
https://dblp.org/streams/conf/serp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Software Engineering Research and Practice (SERP),Software Engineering Research and Practice (SERP),Software Engineering Research and Practice (SERP)
https://dblp.org/streams/conf/serp4iot,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering Research & Practices for the Internet of Things (SERP4IoT),International Workshop on Software Engineering Research & Practices for the Internet of Things (SERP4IoT),International Workshop on Software Engineering Research & Practices for the Internet of Things (SERP4IoT)
https://dblp.org/streams/conf/sersc-isa,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Advances in Information Security and Assurance (ISA),Advances in Information Security and Assurance (ISA),Advances in Information Security and Assurance (ISA)
https://dblp.org/streams/conf/serscps-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for Smart Cyber-Physical Systems (SEsCPS),International Workshop on Software Engineering for Smart Cyber-Physical Systems (SEsCPS),International Workshop on Software Engineering for Smart Cyber-Physical Systems (SEsCPS)
https://dblp.org/streams/conf/service,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Service Science (ICSS),International Conference on Service Science (ICSS),International Conference on Service Science (ICSS)
https://dblp.org/streams/conf/services,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,IEEE World Congress on Services (SERVICES),IEEE World Congress on Services (SERVICES),IEEE World Congress on Services (SERVICES)
https://dblp.org/streams/conf/services2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Metaverse (METAVERSE),International Conference on Metaverse (METAVERSE),International Conference on Metaverse (METAVERSE)
https://dblp.org/streams/conf/servicewave,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Towards a Service-Based Internet (ServiceWave),Towards a Service-Based Internet (ServiceWave),Towards a Service-Based Internet (ServiceWave)
https://dblp.org/streams/conf/sesame,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Workshop on SErverless Systems, Applications and MEthodologies (SESAME)","Workshop on SErverless Systems, Applications and MEthodologies (SESAME)","Workshop on SErverless Systems, Applications and MEthodologies (SESAME)"
https://dblp.org/streams/conf/sesc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sustainable Energy for Smart Cities (SESC),Sustainable Energy for Smart Cities (SESC),Sustainable Energy for Smart Cities (SESC)
https://dblp.org/streams/conf/sesena,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for Sensor Network Applications (SESENA),International Workshop on Software Engineering for Sensor Network Applications (SESENA),International Workshop on Software Engineering for Sensor Network Applications (SESENA)
https://dblp.org/streams/conf/sesp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Security in Embedded Systems and Smartphones (SESP),International Workshop on Security in Embedded Systems and Smartphones (SESP),International Workshop on Security in Embedded Systems and Smartphones (SESP)
https://dblp.org/streams/conf/sessos,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Software Engineering for Systems-of-Systems (SESoS),International Workshop on Software Engineering for Systems-of-Systems (SESoS),International Workshop on Software Engineering for Systems-of-Systems (SESoS)
https://dblp.org/streams/conf/seta,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sequences and Their Applications (SETA),Sequences and Their Applications (SETA),Sequences and Their Applications (SETA)
https://dblp.org/streams/conf/setada,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Symposium on Environments and Tools for Ada (SETA),Symposium on Environments and Tools for Ada (SETA),Symposium on Environments and Tools for Ada (SETA)
https://dblp.org/streams/conf/sete,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Symposium on Emerging Technologies for Education (SETE),International Symposium on Emerging Technologies for Education (SETE),International Symposium on Emerging Technologies for Education (SETE)
https://dblp.org/streams/conf/setn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Hellenic Conference on Artificial Intelligence (SETN),Hellenic Conference on Artificial Intelligence (SETN),Hellenic Conference on Artificial Intelligence (SETN)
https://dblp.org/streams/conf/setp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Software Engineering Theory and Practice (SETP),Software Engineering Theory and Practice (SETP),Software Engineering Theory and Practice (SETP)
https://dblp.org/streams/conf/setss,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International School on Engineering Trustworthy Software Systems (SETSS),International School on Engineering Trustworthy Software Systems (SETSS),International School on Engineering Trustworthy Software Systems (SETSS)
https://dblp.org/streams/conf/setta,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Symposium on Software Engineering: Theories, Tools, and Applications (SETTA)","International Symposium on Software Engineering: Theories, Tools, and Applications (SETTA)","International Symposium on Software Engineering: Theories, Tools, and Applications (SETTA)"
https://dblp.org/streams/conf/seuh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Software Engineering im Unterricht der Hochschulen (SEUH),Software Engineering im Unterricht der Hochschulen (SEUH),Software Engineering im Unterricht der Hochschulen (SEUH)
https://dblp.org/streams/conf/seus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Software Technologies for Embedded and Ubiquitous Systems (SEUS),Software Technologies for Embedded and Ubiquitous Systems (SEUS),Software Technologies for Embedded and Ubiquitous Systems (SEUS)
https://dblp.org/streams/conf/sew,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Annual Software Engineering Workshop (SEW),Annual Software Engineering Workshop (SEW),Annual Software Engineering Workshop (SEW)
